id,semantic_ok,replay_ok,read_steps,qa_success_count,invalid_action_count,invalid_final_no_qa_count,qa_after_read,qa_unknown,last_qa_node_id,target_leaf_node_id,evidence_hit,qa_gold_support,soft_evidence_ok,action_after_qa_count,total_steps,strict_keep,soft_keep
train_1241,True,True,2,1,0,0,True,False,train_1241_l1_2_l2_0_l3_3,train_1241_l1_2_l2_0_l3_3,True,False,True,0,6,True,True
train_1248,True,True,2,1,0,0,True,False,train_1248_l1_3_l2_2_l3_3,train_1248_l1_3_l2_2_l3_3,True,False,True,0,6,True,True
train_1260,True,True,5,1,0,0,True,False,train_1260_l1_3_l2_3_l3_4,train_1260_l1_3_l2_3_l3_4,True,False,True,3,9,True,True
train_1270,True,True,6,1,0,0,True,True,train_1270_l1_4_l2_0_l3_3,train_1270_l1_3_l2_2_l3_3,False,False,False,3,10,False,False
train_1274,True,True,3,1,0,0,True,True,train_1274_l1_1_l2_2_l3_0,train_1274_l1_1_l2_2_l3_1,False,False,False,1,7,False,False
train_1280,True,True,6,1,0,0,True,False,train_1280_l1_4_l2_0_l3_1,train_1280_l1_4_l2_0_l3_1,True,False,True,0,10,True,True
train_1285,True,True,2,1,0,0,True,False,train_1285_l1_1_l2_2_l3_1,train_1285_l1_1_l2_2_l3_1,True,False,True,0,6,True,True
train_1286,True,True,2,1,0,0,True,False,train_1286_l1_1_l2_2_l3_1,train_1286_l1_1_l2_2_l3_1,True,False,True,0,6,True,True
train_1292,True,True,3,1,1,2,True,True,train_1292_l1_4_l2_1_l3_3,train_1292_l1_4_l2_1_l3_2,False,False,False,1,10,False,False
train_1294,True,True,2,1,0,0,True,False,train_1294_l1_2_l2_0_l3_0,train_1294_l1_2_l2_0_l3_0,True,False,True,0,6,True,True
train_1298,True,True,2,1,0,0,True,False,train_1298_l1_0_l2_2_l3_0,train_1298_l1_0_l2_2_l3_0,True,False,True,0,6,True,True
train_1300,True,True,2,1,0,2,True,False,train_1300_l1_0_l2_5_l3_5,train_1300_l1_0_l2_5_l3_5,True,False,True,0,8,False,True
train_1304,True,True,5,1,0,0,True,False,train_1304_l1_0_l2_2_l3_5,train_1304_l1_0_l2_2_l3_2,False,False,False,0,9,False,False
train_1308,True,True,2,1,1,0,True,False,train_1308_l1_2_l2_5_l3_1,train_1308_l1_2_l2_5_l3_1,True,False,True,0,7,False,True
train_1309,True,True,2,1,0,0,True,False,train_1309_l1_2_l2_0_l3_2,train_1309_l1_2_l2_0_l3_2,True,True,True,0,6,True,True
train_1313,True,True,2,1,0,0,True,False,train_1313_l1_0_l2_2_l3_3,train_1313_l1_0_l2_2_l3_3,True,True,True,0,6,True,True
train_1314,True,True,2,1,0,0,True,False,train_1314_l1_0_l2_2_l3_1,train_1314_l1_0_l2_2_l3_0,False,True,True,0,6,False,True
train_1319,True,True,2,1,0,2,True,False,train_1319_l1_2_l2_0_l3_2,train_1319_l1_2_l2_0_l3_2,True,True,True,0,8,False,True
train_1320,True,True,2,1,0,0,True,False,train_1320_l1_1_l2_0_l3_0,train_1320_l1_1_l2_0_l3_0,True,False,True,0,6,True,True
train_1321,True,True,2,1,0,0,True,False,train_1321_l1_2_l2_0_l3_0,train_1321_l1_2_l2_0_l3_0,True,False,True,0,6,True,True
train_1331,True,True,5,1,0,0,True,True,train_1331_l1_4_l2_4_l3_2,train_1331_l1_4_l2_4_l3_2,True,False,True,1,10,False,False
train_1365,True,True,2,1,0,2,True,False,train_1365_l1_3_l2_1_l3_3,train_1365_l1_3_l2_1_l3_2,False,False,False,0,8,False,False
train_1377,True,True,3,1,0,0,True,False,train_1377_l1_2_l2_3_l3_0,train_1377_l1_2_l2_3_l3_2,False,False,False,0,7,False,False
train_1384,True,True,4,1,1,0,True,True,train_1384_l1_1_l2_2_l3_1,train_1384_l1_1_l2_2_l3_2,False,False,False,0,9,False,False
train_1398,True,True,2,1,0,0,True,False,train_1398_l1_2_l2_3_l3_0,train_1398_l1_2_l2_3_l3_0,True,False,True,0,6,True,True
train_1408,True,True,2,1,0,0,True,False,train_1408_l1_1_l2_2_l3_4,train_1408_l1_1_l2_2_l3_4,True,True,True,0,7,True,True
train_1412,True,True,4,1,1,0,True,True,train_1412_l1_0_l2_3_l3_1,train_1412_l1_0_l2_3_l3_0,False,False,False,0,9,False,False
train_1420,True,True,3,1,1,2,True,True,train_1420_l1_3_l2_4_l3_4,train_1420_l1_3_l2_4_l3_4,True,False,True,1,10,False,False
train_1439,True,True,2,1,0,0,True,False,train_1439_l1_3_l2_4_l3_3,train_1439_l1_3_l2_4_l3_2,False,False,False,0,6,False,False
train_1442,True,True,3,1,1,1,True,True,train_1442_l1_0_l2_0_l3_1,train_1442_l1_0_l2_0_l3_0,False,False,False,1,9,False,False
train_1445,True,True,2,1,0,0,True,False,train_1445_l1_2_l2_2_l3_1,train_1445_l1_2_l2_2_l3_1,True,True,True,0,6,True,True
train_1450,True,True,2,1,0,0,True,False,train_1450_l1_0_l2_0_l3_4,train_1450_l1_0_l2_0_l3_1,False,False,False,0,6,False,False
train_1451,True,True,2,1,0,3,True,True,train_1451_l1_4_l2_5_l3_5,train_1451_l1_4_l2_5_l3_2,False,False,False,0,9,False,False
train_1457,True,True,2,1,0,0,True,False,train_1457_l1_0_l2_3_l3_3,train_1457_l1_0_l2_3_l3_3,True,True,True,0,6,True,True
train_1458,True,True,2,1,0,0,True,False,train_1458_l1_4_l2_0_l3_1,train_1458_l1_4_l2_0_l3_1,True,False,True,0,6,True,True
train_1461,True,True,2,1,0,0,True,False,train_1461_l1_4_l2_3_l3_0,train_1461_l1_4_l2_3_l3_0,True,False,True,0,6,True,True
train_1463,True,True,4,1,0,0,True,False,train_1463_l1_4_l2_0_l3_2,train_1463_l1_4_l2_0_l3_2,True,False,True,0,8,True,True
train_1464,True,True,2,1,0,0,True,False,train_1464_l1_0_l2_0_l3_3,train_1464_l1_0_l2_0_l3_3,True,False,True,0,6,True,True
train_1472,True,True,2,1,0,0,True,True,train_1472_l1_4_l2_0_l3_0,train_1472_l1_4_l2_0_l3_0,True,False,True,0,6,False,False
train_1476,True,True,2,1,0,0,True,False,train_1476_l1_3_l2_0_l3_3,train_1476_l1_3_l2_0_l3_3,True,False,True,0,6,True,True
train_1493,True,True,5,1,0,0,True,False,train_1493_l1_0_l2_1_l3_0,train_1493_l1_0_l2_1_l3_2,False,False,False,3,10,False,False
train_1496,True,True,2,1,0,0,True,False,train_1496_l1_1_l2_4_l3_0,train_1496_l1_1_l2_4_l3_0,True,True,True,0,6,True,True
train_1503,True,True,2,1,0,1,True,True,train_1503_l1_0_l2_0_l3_4,train_1503_l1_0_l2_0_l3_4,True,True,True,0,7,False,False
train_1507,True,True,2,1,1,0,True,False,train_1507_l1_1_l2_4_l3_0,train_1507_l1_1_l2_4_l3_0,True,True,True,0,7,False,True
train_1510,True,True,2,1,0,1,True,False,train_1510_l1_3_l2_0_l3_3,train_1510_l1_3_l2_0_l3_2,False,True,True,0,7,False,True
train_1522,True,True,4,1,1,0,True,True,train_1522_l1_0_l2_1_l3_0,train_1522_l1_0_l2_1_l3_3,False,False,False,2,9,False,False
train_1535,True,True,2,1,0,4,True,False,train_1535_l1_4_l2_3_l3_0,train_1535_l1_4_l2_3_l3_0,True,False,True,0,10,False,True
train_1548,True,True,3,1,1,0,True,False,train_1548_l1_4_l2_0_l3_3,train_1548_l1_4_l2_0_l3_3,True,False,True,0,8,False,True
train_1549,True,True,2,1,1,2,True,True,train_1549_l1_4_l2_2_l3_3,train_1549_l1_4_l2_2_l3_3,True,False,True,0,9,False,False
train_1551,True,True,4,1,0,0,True,False,train_1551_l1_5_l2_0_l3_2,train_1551_l1_5_l2_0_l3_1,False,False,False,2,9,False,False
train_1575,True,True,2,1,0,0,True,False,train_1575_l1_2_l2_0_l3_1,train_1575_l1_2_l2_0_l3_0,False,True,True,0,6,False,True
train_1578,True,True,4,1,0,0,True,True,train_1578_l1_3_l2_0_l3_1,train_1578_l1_3_l2_0_l3_0,False,False,False,1,8,False,False
train_1584,True,True,2,1,0,0,True,False,train_1584_l1_4_l2_0_l3_2,train_1584_l1_4_l2_0_l3_2,True,True,True,0,6,True,True
train_1585,True,True,2,1,0,0,True,False,train_1585_l1_4_l2_2_l3_2,train_1585_l1_4_l2_2_l3_2,True,False,True,0,6,True,True
train_1586,True,True,4,1,1,0,True,False,train_1586_l1_4_l2_1_l3_3,train_1586_l1_4_l2_1_l3_3,True,False,True,0,9,False,True
train_1589,True,True,3,1,1,0,True,True,train_1589_l1_2_l2_0_l3_3,train_1589_l1_2_l2_0_l3_2,False,False,False,1,8,False,False
train_1594,True,True,3,1,0,0,True,False,train_1594_l1_1_l2_2_l3_3,train_1594_l1_1_l2_2_l3_3,True,False,True,0,7,True,True
train_1595,True,True,2,1,0,2,True,False,train_1595_l1_3_l2_2_l3_2,train_1595_l1_3_l2_2_l3_1,False,False,False,0,8,False,False
train_1596,True,True,2,1,0,2,True,False,train_1596_l1_4_l2_2_l3_1,train_1596_l1_4_l2_2_l3_1,True,True,True,0,8,False,True
train_1609,True,True,2,1,0,0,True,False,train_1609_l1_0_l2_0_l3_3,train_1609_l1_0_l2_0_l3_2,False,False,False,0,6,False,False
train_1610,True,True,2,1,0,0,True,False,train_1610_l1_3_l2_3_l3_3,train_1610_l1_3_l2_3_l3_2,False,False,False,0,6,False,False
train_1611,True,True,3,1,0,0,True,False,train_1611_l1_0_l2_2_l3_0,train_1611_l1_0_l2_2_l3_0,True,False,True,0,7,True,True
train_1614,True,True,2,1,0,0,True,False,train_1614_l1_0_l2_0_l3_3,train_1614_l1_0_l2_0_l3_3,True,False,True,0,6,True,True
train_1627,True,True,2,1,0,3,True,False,train_1627_l1_0_l2_0_l3_3,train_1627_l1_0_l2_0_l3_3,True,False,True,0,9,False,True
train_1630,True,True,3,1,1,0,True,True,train_1630_l1_3_l2_4_l3_2,train_1630_l1_3_l2_4_l3_1,False,False,False,1,8,False,False
train_1632,True,True,2,1,0,0,True,False,train_1632_l1_0_l2_4_l3_4,train_1632_l1_0_l2_4_l3_4,True,False,True,0,6,True,True
train_1633,True,True,3,1,0,0,True,True,train_1633_l1_0_l2_1_l3_1,train_1633_l1_0_l2_1_l3_1,True,False,True,0,7,False,False
train_1635,True,True,4,1,1,1,True,True,train_1635_l1_1_l2_0_l3_4,train_1635_l1_3_l2_3_l3_3,False,False,False,1,10,False,False
train_1639,True,True,4,1,1,1,True,True,train_1639_l1_4_l2_1_l3_0,train_1639_l1_4_l2_1_l3_2,False,False,False,2,10,False,False
train_1645,True,True,2,1,0,0,True,False,train_1645_l1_0_l2_2_l3_0,train_1645_l1_0_l2_2_l3_0,True,False,True,0,6,True,True
train_1646,True,True,3,1,2,1,True,True,train_1646_l1_0_l2_1_l3_0,train_1646_l1_0_l2_1_l3_1,False,False,False,1,10,False,False
train_1647,True,True,2,1,0,0,True,True,train_1647_l1_1_l2_2_l3_0,train_1647_l1_1_l2_2_l3_0,True,False,True,0,6,False,False
train_1664,True,True,3,1,1,0,True,True,train_1664_l1_0_l2_1_l3_3,train_1664_l1_0_l2_1_l3_1,False,False,False,1,8,False,False
train_1667,True,True,2,1,0,0,True,False,train_1667_l1_2_l2_3_l3_3,train_1667_l1_2_l2_3_l3_2,False,False,False,0,6,False,False
train_1669,True,True,2,1,0,3,True,False,train_1669_l1_3_l2_0_l3_2,train_1669_l1_3_l2_0_l3_2,True,True,True,0,9,False,True
train_1670,True,True,3,1,1,0,True,False,train_1670_l1_3_l2_1_l3_1,train_1670_l1_3_l2_1_l3_1,True,False,True,0,8,False,True
train_1672,True,True,3,1,0,0,True,False,train_1672_l1_3_l2_2_l3_3,train_1672_l1_3_l2_2_l3_2,False,False,False,0,7,False,False
train_1676,True,True,2,1,0,0,True,False,train_1676_l1_3_l2_0_l3_2,train_1676_l1_3_l2_0_l3_2,True,False,True,0,6,True,True
train_1684,True,True,2,1,0,2,True,False,train_1684_l1_3_l2_0_l3_2,train_1684_l1_3_l2_0_l3_2,True,False,True,0,8,False,True
train_1692,True,True,2,1,0,2,True,True,train_1692_l1_0_l2_3_l3_1,train_1692_l1_0_l2_3_l3_0,False,False,False,0,8,False,False
train_1695,True,True,5,1,1,0,True,True,train_1695_l1_1_l2_0_l3_2,train_1695_l1_1_l2_0_l3_3,False,False,False,1,10,False,False
train_1698,True,True,2,1,0,0,True,False,train_1698_l1_2_l2_4_l3_4,train_1698_l1_2_l2_4_l3_4,True,False,True,0,6,True,True
train_1703,True,True,4,1,0,0,True,False,train_1703_l1_1_l2_0_l3_3,train_1703_l1_1_l2_0_l3_3,True,False,True,0,8,True,True
train_1707,True,True,2,1,0,0,True,False,train_1707_l1_3_l2_4_l3_2,train_1707_l1_3_l2_4_l3_2,True,False,True,0,6,True,True
train_1717,True,True,3,1,0,0,True,False,train_1717_l1_0_l2_3_l3_0,train_1717_l1_0_l2_3_l3_0,True,False,True,0,7,True,True
train_1718,True,True,2,1,1,2,True,False,train_1718_l1_2_l2_1_l3_2,train_1718_l1_2_l2_1_l3_2,True,True,True,0,9,False,True
train_1741,True,True,3,1,1,0,True,True,train_1741_l1_7_l2_0_l3_3,train_1741_l1_7_l2_0_l3_1,False,False,False,1,8,False,False
train_1767,True,True,2,1,0,0,True,False,train_1767_l1_5_l2_0_l3_3,train_1767_l1_5_l2_0_l3_3,True,True,True,0,6,True,True
train_1776,True,True,2,1,0,1,True,False,train_1776_l1_5_l2_0_l3_2,train_1776_l1_5_l2_0_l3_2,True,False,True,0,7,False,True
train_1777,True,True,2,1,0,0,True,False,train_1777_l1_5_l2_0_l3_3,train_1777_l1_5_l2_0_l3_3,True,True,True,0,6,True,True
train_1787,True,True,2,1,0,0,True,False,train_1787_l1_1_l2_2_l3_1,train_1787_l1_1_l2_2_l3_1,True,False,True,0,6,True,True
train_1793,True,True,6,1,0,0,True,False,train_1793_l1_4_l2_2_l3_2,train_1793_l1_4_l2_2_l3_2,True,False,True,0,10,True,True
train_1794,True,True,2,1,1,2,True,False,train_1794_l1_4_l2_1_l3_2,train_1794_l1_4_l2_1_l3_2,True,True,True,0,9,False,True
